name,source_schema,source_table,snapshot_target_schema,snapshot_target_name,source_filter,test_target_schema,test_target_table,primary_key,validation_filter,is_input
PS_JOBCODE_PRE,edw_prd,PS_JOBCODE_PRE,nzmigration,PS_JOBCODE_PRE,1=1,qa_raw,PS_JOBCODE_PRE,JOB_CODE,,
PS_PAY_GRADE_AREA,edw_prd,PS_PAY_GRADE_AREA,nzmigration,PS_PAY_GRADE_AREA,1=1,qa_legacy,PS_PAY_GRADE_AREA,PS_PAY_GRADE_AREA_CD|PS_COUNTRY_GROUP_CD,,
PS_PAY_GRADE_TYPE,edw_prd,PS_PAY_GRADE_TYPE,nzmigration,PS_PAY_GRADE_TYPE,1=1,qa_legacy,PS_PAY_GRADE_TYPE,PS_PAY_GRADE_TYPE_CD|PS_COUNTRY_GROUP_CD,,
PS_PAYROLL_AREA,edw_prd,PS_PAYROLL_AREA,nzmigration,PS_PAYROLL_AREA,1=1,qa_legacy,PS_PAYROLL_AREA,PS_PAYROLL_AREA_CD,,
PS_PAYROLL_CALENDAR,edw_prd,PS_PAYROLL_CALENDAR,nzmigration,PS_PAYROLL_CALENDAR,1=1,qa_legacy,PS_PAYROLL_CALENDAR,CHECK_DT|PS_TAX_COMPANY_CD|PAY_PERIOD_PARAMETER,,
PS_PERSONNEL_AREA,edw_prd,PS_PERSONNEL_AREA,nzmigration,PS_PERSONNEL_AREA,1=1,qa_legacy,PS_PERSONNEL_AREA,PS_PERSONNEL_AREA_ID,,
PS_PERSONNEL_SUBAREA,edw_prd,PS_PERSONNEL_SUBAREA,nzmigration,PS_PERSONNEL_SUBAREA,1=1,qa_legacy,PS_PERSONNEL_SUBAREA,PS_PERSONNEL_AREA_ID|PS_PERSONNEL_SUBAREA_ID,,
PS_POSITION,edw_prd,PS_POSITION,nzmigration,PS_POSITION,1=1,qa_legacy,PS_POSITION,PS_POSITION_ID,,
PS_SITE_PROF_XREF_PRE,edw_prd,PS_SITE_PROF_XREF_PRE,nzmigration,PS_SITE_PROF_XREF_PRE,1=1,qa_raw,PS_SITE_PROF_XREF_PRE,PS_DEPT_CD,,
PS_TAX_COMPANY,edw_prd,PS_TAX_COMPANY,nzmigration,PS_TAX_COMPANY,1=1,qa_legacy,PS_TAX_COMPANY,PS_TAX_COMPANY_CD,,
PS_WAGE_TYPE,edw_prd,PS_WAGE_TYPE,nzmigration,PS_WAGE_TYPE,1=1,qa_legacy,PS_WAGE_TYPE,PS_WAGE_TYPE_GID,,
SAP_CATSDB_HIST,edw_prd,SAP_CATSDB_HIST,nzmigration,SAP_CATSDB_HIST,1=1,qa_legacy,SAP_CATSDB_HIST,COUNTER,,
SAP_CATSDB_PRE,edw_prd,SAP_CATSDB_PRE,nzmigration,SAP_CATSDB_PRE,1=1,qa_raw,SAP_CATSDB_PRE,MANDT|COUNTER,,
SAP_HRP1000_HIST,edw_prd,SAP_HRP1000_HIST,nzmigration,SAP_HRP1000_HIST,1=1,qa_legacy,SAP_HRP1000_HIST,PLVAR|OTYPE|OBJID|ISTAT|BEGDA|ENDDA|SEQNR,,
SAP_HRP1000_PRE,edw_prd,SAP_HRP1000_PRE,nzmigration,SAP_HRP1000_PRE,1=1,qa_raw,SAP_HRP1000_PRE,MANDT|PLVAR|OTYPE|OBJID|ISTAT|BEGDA|ENDDA|LANGU|SEQNR,,
SAP_HRP1001_HIST,edw_prd,SAP_HRP1001_HIST,nzmigration,SAP_HRP1001_HIST,1=1,qa_legacy,SAP_HRP1001_HIST,OTYPE|OBJID|PLVAR|RSIGN|RELAT|ISTAT|PRIOX|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1001_PRE,edw_prd,SAP_HRP1001_PRE,nzmigration,SAP_HRP1001_PRE,1=1,qa_raw,SAP_HRP1001_PRE,MANDT|OTYPE|OBJID|PLVAR|RSIGN|RELAT|ISTAT|PRIOX|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1005_HIST,edw_prd,SAP_HRP1005_HIST,data_harness_empl_protected,SAP_HRP1005_HIST,1=1,qa_empl_protected,legacy_SAP_HRP1005_HIST,PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1005_PRE,edw_prd,SAP_HRP1005_PRE,data_harness_empl_protected,SAP_HRP1005_PRE,1=1,qa_empl_protected,raw_SAP_HRP1005_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1008_HIST,edw_prd,SAP_HRP1008_HIST,nzmigration,SAP_HRP1008_HIST,1=1,qa_legacy,SAP_HRP1008_HIST,PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1008_PRE,edw_prd,SAP_HRP1008_PRE,nzmigration,SAP_HRP1008_PRE,1=1,qa_raw,SAP_HRP1008_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1013_HIST,edw_prd,SAP_HRP1013_HIST,nzmigration,SAP_HRP1013_HIST,1=1,qa_legacy,SAP_HRP1013_HIST,PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1013_PRE,edw_prd,SAP_HRP1013_PRE,nzmigration,SAP_HRP1013_PRE,1=1,qa_raw,SAP_HRP1013_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1051_HIST,edw_prd,SAP_HRP1051_HIST,data_harness_empl_protected,SAP_HRP1051_HIST,1=1,qa_empl_protected,legacy_SAP_HRP1051_HIST,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP1051_PRE,edw_prd,SAP_HRP1051_PRE,data_harness_empl_protected,SAP_HRP1051_PRE,1=1,qa_empl_protected,raw_SAP_HRP1051_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP7404_HIST,edw_prd,SAP_HRP7404_HIST,nzmigration,SAP_HRP7404_HIST,1=1,qa_legacy,SAP_HRP7404_HIST,PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP7404_PRE,edw_prd,SAP_HRP7404_PRE,nzmigration,SAP_HRP7404_PRE,1=1,qa_raw,SAP_HRP7404_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP7405_HIST,edw_prd,SAP_HRP7405_HIST,nzmigration,SAP_HRP7405_HIST,1=1,qa_legacy,SAP_HRP7405_HIST,PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP7405_PRE,edw_prd,SAP_HRP7405_PRE,nzmigration,SAP_HRP7405_PRE,1=1,qa_raw,SAP_HRP7405_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_HRP7409_PRE,edw_prd,SAP_HRP7409_PRE,nzmigration,SAP_HRP7409_PRE,1=1,qa_raw,SAP_HRP7409_PRE,MANDT|PLVAR|OTYPE|OBJID|SUBTY|ISTAT|BEGDA|ENDDA|VARYF|SEQNR,,
SAP_JOB_BONUS_HIST,edw_prd,SAP_JOB_BONUS_HIST,nzmigration,SAP_JOB_BONUS_HIST,1=1,qa_legacy,SAP_JOB_BONUS_HIST,JOB_CODE|JOB_BONUS_END_DT,,
SAP_JOB_CODE_HIST,edw_prd,SAP_JOB_CODE_HIST,nzmigration,SAP_JOB_CODE_HIST,1=1,qa_legacy,SAP_JOB_CODE_HIST,JOB_CODE|BEGDA|ENDDA,,
SAP_PA0000_HIST,edw_prd,SAP_PA0000_HIST,nzmigration,SAP_PA0000_HIST,1=1,qa_legacy,SAP_PA0000_HIST,PERNR|SUBTY|OBJPS|SPRPS|ENDDA|BEGDA|SEQNR,,
