wf_name,table_name,nz_database,schema,pii,target_schema
wf_LMS_Category_Ref_In,LMS_CATEGORY_REF_PRE,distinct_ddl,raw,no,raw
wf_LMS_Category_Ref_In,LMS_CATEGORY_REF,distinct_ddl,legacy,no,legacy
