wf_name,table_name,nz_database,schema,pii,target_schema
bs_Dimension,MOVE_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,MOVEMENT_INFO,EDW_PRD,legacy,no,legacy
bs_Dimension,OWNBRAND,EDW_PRD,legacy,no,legacy
bs_Dimension,PETSMART_DMA,EDW_PRD,legacy,no,legacy
bs_Dimension,PLANOGRAM_PRO,EDW_PRD,legacy,no,legacy
bs_Dimension,POG_STORE_PRO,EDW_PRD,legacy,no,legacy
bs_Dimension,PRICE_AD_ZONE,EDW_PRD,legacy,no,legacy
bs_Dimension,PRICE_ZONE,EDW_PRD,legacy,no,legacy
bs_Dimension,PRIMARY_VENDOR,EDW_PRD,legacy,no,legacy
bs_Dimension,PRODUCT_ATTRIBUTE_MV,EDW_PRD,legacy,no,legacy
bs_Dimension,PURCH_GROUP,EDW_PRD,legacy,no,legacy
bs_Dimension,REGION,EDW_PRD,legacy,no,legacy
bs_Dimension,SALES_DAY_SKU_STORE,EDW_PRD,legacy,no,legacy
bs_Dimension,SALES_RANKING_WK,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_ATT_CODE,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_ATT_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_ATT_VALUE,EDW_PRD,raw,no,raw
bs_Dimension,SAP_ATTRIBUTE,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_CATEGORY,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_CLASS,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_DEPT,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_DIVISION,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_HIERARCHY,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_HRP1000_HIST,EDW_PRD,legacy,no,legacy
bs_Dimension,SAP_HRP1001_HIST,EDW_PRD,legacy,no,legacy
bs_Dimension,SHIPPER_DETAIL,EDW_PRD,legacy,no,legacy
bs_Dimension,SIGN_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,SITE_PROFILE,EDW_PRD,legacy,no,legacy
bs_Dimension,SITE_PROFILE_RPT,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_BRAND_PRE,EDW_PRD,raw,no,raw
bs_Dimension,SKU_CONTAINER,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_FLAVOR,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_HAZMAT,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_PROFILE,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_PROFILE_RPT,EDW_PRD,legacy,no,legacy
bs_Dimension,SKU_STATUS,EDW_PRD,legacy,no,legacy
bs_Dimension,SLSCMP_STORE,EDW_PRD,legacy,no,legacy
bs_Dimension,STATE,EDW_PRD,legacy,no,legacy
bs_Dimension,STORE_TIME_ZONE,EDW_PRD,legacy,no,legacy
bs_Dimension,STORE_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,SUPER_REGION,EDW_PRD,legacy,no,legacy
bs_Dimension,TAX_CLASS,EDW_PRD,legacy,no,legacy
bs_Dimension,UPC,EDW_PRD,legacy,no,legacy
bs_Dimension,VALUATION_CLASS,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_INCO_TERM,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_PAYMENT_TERM,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_PROFILE,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_PROFILE_RPT,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_RTV_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,VENDOR_TYPE,EDW_PRD,legacy,no,legacy
bs_Dimension,ZDISCO_MKDN_SCHED,EDW_PRD,legacy,no,legacy
bs_Dimension,ZDISCO_SCHED_TYPE,EDW_PRD,legacy,no,legacy
