Value,File Name
SITE_PROFILE,merged_output.txt
DAYS,merged_output.txt
CURRENCY_TYPE_LKUP ,merged_output.txt
SAP_CLASS,merged_output.txt
PS2_LABOR_PLAN_WK,merged_output.txt
SITE_PROFILE_RPT,merged_output.txt
SERVICES_MARGIN_PLAN_CTRL,merged_output.txt
PLAN_STORE_DAY,merged_output.txt
PLAN_STORE_DAY_PRE,merged_output.txt
