tbl_list
LABEL_DAY_STORE_SKU
LABEL_SIZE
LABEL_TYPE
LABEL_POG_TYPE
ZTB_LABEL_CHGS_PRE
SITE_PROFILE
SKU_PROFILE
DAYS
