tbl_list
EM_AMS_OFFER_TIERED_PRICE
EM_AMS_OFFER_SKU
EM_AMS_OFFER_COUNTRY
EM_AMS_OFFER_LABEL
EM_AMS_TEMPLATE_TYPE
EM_DISCLAIMER_TYPE
EM_AMS_DISCOUNT_TYPE
EM_AMS_OFFER_LIMIT_TYPE
EM_AMS_SKU_GROUP_TYPE
