tbl_list
EMPLOYEE_PROFILE
SALES_TRANS_TXN
SALES_TRANS_DISCOUNT
STX_DISCOUNT_PRE
STX_TXN_KEY_PRE
TP_ARCHIVE_SERVICE_DAY_PRE
TP_FOLIO_PRE
TP_RESERVATION_DAY_PRE
LP_EMPL_UNKNOWN
