wf_name,table_name,nz_database,schema,pii,target_schema
bs_Dimension,SHIPPER_MAST_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SHIPPER_STPO_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SITE_PROFILE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SKU_PROFILE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SKU_HAZMAT_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SHIPPER_STKO_PRE,distinct_ddl,raw,no,raw
bs_Dimension,ZTB_SEL_DISCO_PRE,distinct_ddl,raw,no,raw
bs_Dimension,GL_MVKE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,GL_C003_PRE,distinct_ddl,raw,no,raw
bs_Dimension,GL_MARA_PRE,distinct_ddl,raw,no,raw
bs_Dimension,LOYALTY_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_T001W_SITE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,LFA1_PRE ,distinct_ddl,raw,no,raw
bs_Dimension,LFM1_PRE ,distinct_ddl,raw,no,raw
bs_Dimension,VENDOR_PROFILE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ATT_TYPE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ATTRIBUTE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ATT_CODE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ATT_VALUE_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ZTH_WEB_RECORD_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_ZTH_WEB_WIP_PRE,distinct_ddl,raw,no,raw
bs_Dimension,SAP_T6WP1T_PRE,distinct_ddl,raw,no,raw
bs_Dimension,ARTMAS_PRE,distinct_ddl,raw,no,raw
bs_Dimension,ARTICLE_CATEGORY,distinct_ddl,legacy,no,legacy
bs_Dimension,BRAND,distinct_ddl,legacy,no,legacy
bs_Dimension,BRAND_CLASSIFICATION,distinct_ddl,legacy,no,legacy
bs_Dimension,BUYER,distinct_ddl,legacy,no,legacy
bs_Dimension,COMPANY,distinct_ddl,legacy,no,legacy
bs_Dimension,COUNTRY,distinct_ddl,legacy,no,legacy
bs_Dimension,CURRENCY,distinct_ddl,legacy,no,legacy
bs_Dimension,CURRENCY_DAY,distinct_ddl,legacy,no,legacy
bs_Dimension,DAYS,distinct_ddl,legacy,no,legacy
bs_Dimension,DISTRICT,distinct_ddl,legacy,no,legacy
bs_Dimension,DM_DEPT_SEGMENTS,distinct_ddl,legacy,no,legacy
bs_Dimension,DM_DEPT_SEGMENTS_USER,distinct_ddl,legacy,no,legacy
bs_Dimension,DM_PG_MGR_DVL,distinct_ddl,legacy,no,legacy
bs_Dimension,DM_PG_STORE,distinct_ddl,legacy,no,legacy
bs_Dimension,DM_PG_VENDOR,distinct_ddl,legacy,no,legacy
bs_Dimension,EMPLOYEE_PROFILE,distinct_ddl,legacy,empl_protected,empl_protected
bs_Dimension,EQUINE_MERCH,distinct_ddl,legacy,no,legacy
bs_Dimension,EQUINE_SITE,distinct_ddl,legacy,no,legacy
bs_Dimension,GL_CATEGORY,distinct_ddl,legacy,no,legacy
bs_Dimension,HTS,distinct_ddl,legacy,no,legacy
bs_Dimension,IMPORT,distinct_ddl,legacy,no,legacy
bs_Dimension,LOCATION,distinct_ddl,legacy,no,legacy
