Value,File Name
USR_ALT1_TIER,merged_output.txt
USR_HR_STORE_SALES_TIER,merged_output.txt
USR_HR_STORE_TIER,merged_output.txt
USR_SCORECARD_TIER_PLAN,merged_output.txt
