Value,File Name
SITE_PROFILE,merged_output.txt
SALES_DAY_SKU_STORE,merged_output.txt
SKU_PROFILE,merged_output.txt
USR_STORE_ATTRIBUTES_PRE,merged_output.txt
USR_STORE_ATTRIBUTES,merged_output.txt
