Value,File Name
EM_AMS_OFFER_TIERED_PRICE,merged_output.txt
EM_AMS_OFFER_SKU,merged_output.txt
EM_AMS_OFFER_COUNTRY,merged_output.txt
EM_AMS_OFFER_LABEL,merged_output.txt
EM_AMS_TEMPLATE_TYPE,merged_output.txt
EM_DISCLAIMER_TYPE,merged_output.txt
EM_AMS_DISCOUNT_TYPE,merged_output.txt
EM_AMS_OFFER_LIMIT_TYPE,merged_output.txt
EM_AMS_SKU_GROUP_TYPE,merged_output.txt
